# Warm Earth raw-token baseline.
# Format: <raw usage hit><TAB><category><TAB><owner><TAB><expires><TAB><note>
# The raw usage hit must exactly match scripts/design/check-tokens.sh collect_usage_hits output.
# Expired entries, entries more than 250 days out, and duplicate hits fail check:design-tokens.
packages/shared/src/components/Canvas/NavigationBar.tsx ? "bg-white/78 shadow-[inset_0_0_0_1px_rgba(255,255,255,0.58),0_6px_16px_rgb(var(--tone-tint,59_130_246)/0.18)]"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx ? "min-h-[3.75rem] min-w-0 flex-1 flex-col rounded-[1.15rem] px-1.5 py-2"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx "shadow-[0_20px_34px_rgba(15,23,42,0.24),inset_0_0_0_1px_rgba(255,255,255,0.24)]",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx "shadow-[0_24px_44px_rgb(var(--tone-tint,59_130_246)/0.32),inset_0_0_0_1px_rgba(255,255,255,0.24)]",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx "transition-all hover:scale-105 hover:shadow-[0_24px_40px_rgba(15,23,42,0.28),inset_0_0_0_1px_rgba(255,255,255,0.28)]",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Display/ActionBannerFallback.tsx return `linear-gradient(${angle}deg, rgb(var(--domain-${slug}-rgb)) 0%, rgb(var(--domain-${slug}-soft-rgb)) 100%)`;	generated-media	shared	2026-12-31	procedural domain gradient; Warm Earth domain tokens provide the color triplets
packages/shared/src/components/Display/ActionBannerFallback.tsx const DOT_PATTERN = "radial-gradient(circle, rgba(255,255,255,0.12) 1px, transparent 1px)";	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #065f46 0%, #0d9488 100%)", // Forest	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #14532d 0%, #16a34a 100%)", // Meadow	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #164e63 0%, #0891b2 100%)", // Ocean	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #1e3a5f 0%, #2563eb 100%)", // Sky	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #312e81 0%, #7c3aed 100%)", // Twilight	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #365314 0%, #65a30d 100%)", // Spring	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #4c1d95 0%, #a78bfa 100%)", // Lavender	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx "linear-gradient(135deg, #78350f 0%, #d97706 100%)", // Autumn	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Display/GardenBannerFallback.tsx const DOT_PATTERN = "radial-gradient(circle, rgba(255,255,255,0.12) 1px, transparent 1px)";	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/Form/Select/FormSelect.tsx boxShadow: "0 4px 6px -1px rgba(0, 0, 0, 0.1), 0 2px 4px -1px rgba(0, 0, 0, 0.06)",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Form/Select/FormSelect.tsx boxShadow: state.isFocused ? "0 0 0 3px rgba(var(--primary-base), 0.1)" : "none",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/SubmissionProgress.tsx transition-all duration-500	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Tokens/foundation.ts "transition-[background-color,border-color,box-shadow,color,transform] duration-150 ease-out",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/config/appkit.ts "--w3m-accent": "#367D42", // Green Goods primary green	third-party-theme	shared	2026-12-31	third-party theme API requires literal bridge pending token adapter
packages/shared/src/lib/hypercerts/metadata.ts ? `<text x="600" y="600" text-anchor="middle" font-family="'Inter', sans-serif" font-size="32" fill="#4b5563">${safeGarden}</text>`	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/lib/hypercerts/metadata.ts <rect x="120" y="120" width="960" height="960" rx="48" fill="#ffffff" fill-opacity="0.92" />	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/lib/hypercerts/metadata.ts <stop offset="0%" stop-color="#e5f8e5" />	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/lib/hypercerts/metadata.ts <stop offset="100%" stop-color="#cde6ff" />	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/lib/hypercerts/metadata.ts <text x="600" y="520" text-anchor="middle" font-family="'Inter', sans-serif" font-size="56" fill="#1f2937">	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/lib/hypercerts/metadata.ts <text x="600" y="760" text-anchor="middle" font-family="'Inter', sans-serif" font-size="24" fill="#9ca3af">Green Goods Hypercert</text>	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/.storybook/fixtures.ts <text x='60' y='112' text-anchor='middle' font-family='sans-serif' font-size='9' fill='#ffffff' font-weight='600'>${label}</text>	storybook-fixture	storybook	2026-12-31	storybook fixture data URL requires literal colors for now
packages/shared/.storybook/fixtures.ts export const FIXTURE_IMAGE_AGROFORESTRY = makeDataUrl("#d9ead3", "#6aaa64", "Agroforestry");	storybook-fixture	storybook	2026-12-31	storybook fixture data URL requires literal colors for now
packages/shared/.storybook/fixtures.ts export const FIXTURE_IMAGE_BANNER = makeDataUrl("#f1ead2", "#7a8a6b", "Garden");	storybook-fixture	storybook	2026-12-31	storybook fixture data URL requires literal colors for now
packages/shared/.storybook/fixtures.ts export const FIXTURE_IMAGE_EDU = makeDataUrl("#d0e6ff", "#3d7abf", "Education");	storybook-fixture	storybook	2026-12-31	storybook fixture data URL requires literal colors for now
packages/shared/.storybook/fixtures.ts export const FIXTURE_IMAGE_SOLAR = makeDataUrl("#fff2cc", "#e6a700", "Solar");	storybook-fixture	storybook	2026-12-31	storybook fixture data URL requires literal colors for now
packages/shared/.storybook/fixtures.ts export const FIXTURE_IMAGE_WASTE = makeDataUrl("#f3d1c7", "#c04a1e", "Waste");	storybook-fixture	storybook	2026-12-31	storybook fixture data URL requires literal colors for now
packages/shared/.storybook/storybook.css background: linear-gradient(	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts appBg: "#FAF8F5",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts appBorderColor: "#A8A29E",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts appContentBg: "#FAF8F5",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts barBg: "#FAF8F5",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts barHoverColor: "#16643B",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts barSelectedColor: "#1A7544",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts barTextColor: "#78716C",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts colorPrimary: "#1FC16B", // Accent green	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts colorSecondary: "#1A7544", // Contrast-safe action green	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts inputBg: "#F5F5F4",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts inputBorder: "#A8A29E",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts inputTextColor: "#292524",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts textColor: "#292524",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts textInverseColor: "#F5F5F4",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/.storybook/theme.ts textMutedColor: "#78716C",	storybook-theme	storybook	2026-12-31	storybook chrome theme literal pending token projection
packages/shared/src/styles/utilities.css background: linear-gradient(	legacy-runtime	shared	2026-12-31	viewer scrim fade; token-driven, the scanner matches the gradient form
packages/shared/src/styles/utilities.css background: linear-gradient(to bottom, rgb(var(--static-black) / 0.5), transparent);	legacy-runtime	shared	2026-12-31	viewer scrim fade; token-driven, the scanner matches the gradient form
packages/shared/src/styles/utilities.css background: linear-gradient(to top, rgb(var(--static-black) / 0.5), transparent);	legacy-runtime	shared	2026-12-31	viewer scrim fade; token-driven, the scanner matches the gradient form
packages/admin/src/components/Hypercerts/CreateListingDialog.tsx <RiCheckLine className="h-3 w-3 text-white" />	legacy-runtime	admin	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/admin/src/components/Hypercerts/Steps/MintProgress.tsx : "border-error-base bg-error-base text-white"),	legacy-runtime	admin	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/admin/src/components/Hypercerts/Steps/MintProgress.tsx ? "border-warning-base bg-warning-base text-white"	legacy-runtime	admin	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/admin/src/components/Hypercerts/Steps/MintProgress.tsx isStepComplete && "border-success-base bg-success-base text-white",	legacy-runtime	admin	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/client/src/components/Layout/Hero.tsx <Dialog.Overlay className="fixed inset-0 bg-black/30 backdrop-blur-sm animate-fade-in z-overlay" />	legacy-runtime	client	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/client/src/components/Layout/Hero.tsx <div className="rounded-xl shadow-sm bg-white dark:bg-gray-800 transition-colors border border-transparent dark:border-gray-600">	legacy-runtime	client	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Audio/AudioPlayer.tsx "bg-primary-base text-white hover:bg-primary-dark"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Audio/AudioRecorder.tsx "bg-error-base text-white hover:bg-error-dark transition-colors",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Badge/Badge.tsx black: "bg-black text-white",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/AppBar.tsx "rounded-md bg-neutral-900/90 px-2.5 py-1 text-xs font-medium text-white",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx : "text-text-sub hover:bg-white/60 hover:text-text-strong"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx "flex cursor-pointer items-center justify-center rounded-full border border-white/35",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Canvas/NavigationBar.tsx "rounded-md bg-neutral-900/90 px-2.5 py-1 text-xs font-medium text-white",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Cards/CardBase.stories.tsx <button className="px-4 py-2 bg-primary text-white rounded-lg">Action</button>	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Display/ActionBannerFallback.tsx <Icon className="w-10 h-10 text-white/30" />	generated-media	shared	2026-12-31	serialized media fallback uses literals pending token renderer
packages/shared/src/components/ErrorBoundary/ErrorBoundary.stories.tsx className="mt-3 rounded-full bg-error-base px-4 py-1.5 text-sm font-medium text-white hover:bg-error-dark transition"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/ErrorBoundary/ErrorBoundary.tsx "bg-error-base text-sm font-medium text-white",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Form/ConfidenceSelector.tsx ? "bg-primary-base text-white"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Form/FormLayout.stories.tsx <button className="px-4 py-2 bg-primary text-white rounded-lg w-fit">Submit</button>	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Form/FormLayout.stories.tsx <button className="px-4 py-2 bg-primary text-white rounded-lg w-full">Sign In</button>	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Form/MethodSelector.tsx ? "bg-primary-base text-white"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <div className="flex h-8 w-8 items-center justify-center rounded-full bg-amber-100 text-amber-600 animate-pulse">	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <div className="flex h-8 w-8 items-center justify-center rounded-full bg-amber-100 text-amber-600">	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <div className="flex h-8 w-8 items-center justify-center rounded-full bg-green-100 text-green-600">	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <RiCheckLine className="h-3.5 w-3.5 text-green-500" />	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <RiCheckLine className="h-4 w-4 text-green-500" />	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <RiLoader4Line className="h-4 w-4 animate-spin text-amber-500" />	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <RiTimeLine className="h-4 w-4 text-amber-500" />	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/ENSProgressTimeline.tsx <span className="shrink-0 rounded-full bg-amber-50 px-2.5 py-0.5 text-xs font-medium text-amber-700">	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/SubmissionProgress.tsx textColor = "text-white";	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Progress/SyncIndicator.tsx text-[10px] font-bold text-white	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-error-base text-white rounded-lg hover:bg-error-dark transition-colors w-fit"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-error-base text-white rounded-lg hover:bg-error-dark transition-colors"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-information-base text-white rounded-lg hover:bg-information-dark transition-colors w-fit"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-information-base text-white rounded-lg hover:bg-information-dark transition-colors"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-primary text-white rounded-lg hover:bg-primary-dark transition-colors w-fit"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-success-base text-white rounded-lg hover:bg-success-dark transition-colors w-fit"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/Toast.stories.tsx className="px-4 py-2 bg-success-base text-white rounded-lg hover:bg-success-dark transition-colors"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/ToastViewport.stories.tsx className="rounded-lg bg-error-base px-3 py-2 text-sm font-medium text-white"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/ToastViewport.stories.tsx className="rounded-lg bg-information-base px-3 py-2 text-sm font-medium text-white"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Toast/ToastViewport.stories.tsx className="rounded-lg bg-success-base px-3 py-2 text-sm font-medium text-white"	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/Tokens/foundation.ts "border-white-alpha-16 bg-black-alpha-24 text-white hover:bg-black-alpha-24 hover:text-white",	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/shared/src/components/TranslationBadge.stories.tsx <button type="button" className="text-green-600 hover:underline ml-1">	storybook-fixture	storybook	2026-12-31	storybook fixture literal pending tokenized story cleanup
packages/shared/src/components/TranslationBadge.tsx className="text-green-600 hover:underline ml-1"	legacy-runtime	shared	2026-12-31	legacy literal tracked for migration to Warm Earth tokens
packages/client/src/components/Public/GardenCoverFallback.tsx backgroundImage: `linear-gradient(${angle}deg, ${palette.ink} 0%, ${palette.soft} 100%)`,	legacy-runtime	client	2026-12-31	procedural domain-themed gradient seeded from garden slug; tokens drive the ink/soft RGB triplets
packages/client/vite/social-preview.ts <feDropShadow dx="0" dy="18" stdDeviation="18" flood-color="#000000" flood-opacity="0.22"/>	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts <stop offset="0" stop-color="#000000" stop-opacity="0.55"/>	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts <stop offset="0.45" stop-color="#000000" stop-opacity="0.08"/>	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts <stop offset="1" stop-color="#000000" stop-opacity="0.55"/>	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts const HERO_CARD_ACCENT_COLOR = "#167947";	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts const HERO_CARD_FILL = "#f7f0e4";	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts const HERO_CARD_LEDE_COLOR = "#514a3d";	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/client/vite/social-preview.ts const HERO_CARD_TITLE_COLOR = "#221f18";	generated-media	client	2026-12-31	social preview SVG renderer uses literal media colors pending tokenized renderer
packages/shared/src/components/Conviction/ConvictionMeter.tsx "width var(--spring-spatial-slow-duration, 600ms) var(--spring-spatial-slow-easing, cubic-bezier(0.16, 1, 0.3, 1))",	legacy-runtime	shared	2026-12-31	transition fallback embeds canonical spring curve for non-admin scopes
packages/admin/src/components/AdminRevampTokens.stories.tsx "linear-gradient(180deg, var(--tone-surface-tint-color, transparent), transparent 320px), rgb(var(--m3-surface-container-low))",	storybook-fixture	admin	2026-12-31	token-gallery specimen documents the 1a canvas wash gradient
# 2026-08-29 admin cockpit invariant debt (PRD-644 round 2; .plans/backlog/design-system-alignment-review/reports/2026-08-29-admin-cockpit-audit.md).
# Removed automatically as migrations land: fixing a line makes its entry stale and check:design-tokens demands the deletion.
packages/admin/src/components/Action/DetailsConfigSection.tsx className="h-8 w-8 min-w-0 px-0 text-error-base hover:bg-error-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Action/DetailsConfigSection.tsx className="ml-2 h-8 w-8 min-w-0 px-0 text-error-base hover:bg-error-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Action/MediaConfigSection.tsx className="h-8 w-8 min-w-0 px-0 text-error-base hover:bg-error-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/AdminSelectableCard.tsx "active:scale-[0.99]",	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Assessment/CreateAssessmentSteps/StrategyKernelStep.tsx className="mt-1 rounded-md p-1.5 text-error-base transition hover:bg-error-lighter hover:text-error-dark disabled:cursor-not-allowed disabled:opacity-60"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Assessment/CreateAssessmentSteps/shared.tsx {required ? <span className="ml-1 text-error-base">*</span> : null}	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx <RiCheckLine className="h-4 w-4 text-primary-base" aria-label="Name available" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx <RiCloseLine className="h-4 w-4 text-error-base" aria-label="Name taken" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx <span className="block text-xs text-error-base">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx <span id="name-error" role="alert" className="text-xs text-error-base">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx ? "text-error-base"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx ? "text-warning-base"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/CreateGardenSteps/DetailsStep.tsx className="block min-h-[1.25rem] text-xs text-error-base"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Garden/GardenMetadata.tsx className="flex h-9 w-9 flex-shrink-0 items-center justify-center rounded p-2 text-information-dark transition hover:bg-information-lighter active:scale-95"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Garden/GardenMetadata.tsx className="flex h-9 w-9 flex-shrink-0 items-center justify-center rounded p-2 text-text-soft transition hover:bg-bg-weak hover:text-text-sub active:scale-95"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Garden/GardenMetadata.tsx className="inline-flex min-h-[44px] items-center gap-1.5 rounded-lg border border-information-light bg-information-lighter px-4 py-2.5 text-xs font-medium text-information-dark transition hover:bg-information-light active:scale-95"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Garden/GardenMetadata.tsx className="inline-flex min-h-[44px] items-center gap-1.5 rounded-lg border border-stroke-sub bg-bg-white px-4 py-2.5 text-xs font-medium text-text-sub transition hover:bg-bg-weak active:scale-95"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Hypercerts/ActiveListingsTable.tsx className="inline-flex items-center gap-1 rounded-md px-2.5 py-1.5 text-xs font-medium text-error-base transition hover:bg-error-lighter disabled:opacity-50"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
